accountExternalIdDebit,accountExternalIdCredit,transferTypeId,value
0ece53cc-f87a-4eff-9367-b51b9eae84ff,8328222c-98f9-45a5-a0e5-5cd820bf7ab3,3,732.22
829b19e2-4033-4b0e-ab9e-985cffa7219e,a909f208-572a-4faf-9ef5-bf273465dcfa,2,1977.44
b0945954-d2de-4cc9-ad9f-2f1f4076486b,4a173e75-d06a-423a-8955-3ebe6175a338,1,1022.71
686414d5-067c-4521-961e-301c2ac4c17c,67f24aa6-d16b-4cc2-a293-f223ed4e772c,3,631.27
43ae73e4-3b10-4b50-8811-c60fc4c0a138,bf49218d-18bc-468b-9d39-2eb4d93d126a,2,1092.96
4da7c17c-9182-47ee-8ffe-a6d26ddb7050,70f57eb9-d915-462b-8e69-497ace36e4f1,3,1167.87
abb89e0a-c53c-438e-8695-beb4c9600ed5,a6db8195-3d29-4a49-930a-2f345ffdfe17,3,1145.4
2284f873-8bfe-4ab5-a80b-aad1f0e918df,9c2de7fd-48ef-4692-a66b-45c13544e9dc,2,1880.52
ea4799a9-dfc1-440f-92e9-bbca05bee372,2610eb70-5d18-4471-97a7-f2e60892d031,3,824.39
3f1a9f81-688f-4f1a-b54f-1e463b392c4d,dc9350d2-60c2-4210-90fc-e2776e96f606,1,1021.93
0a84c5f5-facd-4d14-b16b-15ba466a3ab0,1bc40642-7401-4df4-a53d-5d928d90ce9f,2,124.57
e35041d7-ebbe-4f15-aeeb-26f8c8eb142c,2b7618b6-8414-4639-b234-d2038c2d9e3d,2,1402.68
06a4f054-d8fc-4c14-93a8-2a89265cfdd0,1305b55d-a3a9-439b-9e59-f9a6b5920119,2,949.39
d52e7726-9452-46a2-98bb-832f8e3ac57f,c16ae463-821a-49a4-84fd-78126845be8a,1,1171.34
e5421f25-a58b-45cf-9f6e-a71acf0030f0,61cab0bc-2541-45c6-a597-869352ef130e,2,858.55
57a038dd-ec33-41f9-a56d-30bd99dee116,c40f1739-a3e1-4cc5-a2ad-2123d8e21fbb,3,1198.86
f05b5864-7dc6-449a-bb16-b2ec8a096c01,0dc70513-43d1-4980-9ce6-0ca1c9823cdf,1,129.02
fe324eb2-f52f-42d5-bb16-0b2d77e7f582,a4e82a6e-72ad-48a4-86f2-72c98d9bb753,2,34.86
520dc832-bcb4-416d-b172-54bd7619e447,c7135a05-9033-482b-93e0-2fbecd5eaf0d,2,1050.83
473e5342-e8de-4238-b094-fbbf0556d48e,2c1371fe-a4a0-4fd0-ac07-a6c1030b04f2,3,1106.22
94cfdba5-d8bb-4987-bc65-7f9b6b401c63,5afcec5e-c0d4-45d5-803a-8a38e234c7f2,3,116.58
68759c0f-2ad1-4d59-a063-791aed96e6e4,23e3264e-09a3-4122-a615-8cb4ed0169e9,1,437.55
72bae294-7126-494b-a000-ee8af85b0f22,2645ad74-abf5-4db5-b890-68ffa2f68001,3,1184.88
a1fd4637-348d-4d65-8475-1d4bbc19374c,754c283e-38cd-46fc-9de3-ce941610dad5,3,1295.41
a2c47a71-80aa-46ec-9acd-1386e0756933,9ca157e2-01c6-4da3-bd51-b653eab62ac4,2,1581.66
14a3b98e-b777-4491-a8c5-c9e7525e493f,6727a1c7-f9e2-45f4-9374-729cfd258de8,3,1866.82
6837851a-409e-4e7f-bccb-aa2f9b5226d1,00ba6a34-5dbb-451b-abd9-686218f61448,2,41.67
429dfbc4-37cb-449a-9c2c-1bf4c968dc44,2739de23-f5e3-4385-b141-cd1a5c11fc66,2,963.28
408fc2e4-26d4-43b7-96b7-62794c83dfbf,8fa57af5-93dc-42da-97e0-985a94eb85ca,2,1506.3
396b6690-19f6-4e9f-99b6-560563ca8002,292920bb-13b8-4369-881f-3085f63f4a19,3,845.28
db5f1b23-b7a6-41f1-9f5e-62889839203e,bf56df3b-e342-4638-baeb-9f626281b7f5,2,508.4
1b187d6f-f68e-408d-847d-17fb2e07c150,6ce2fcdb-441e-45ba-bc83-3bc5a1741ebe,2,1304.25
a2c79a90-009b-4127-9649-89648d3292f8,1b63e683-2283-4abe-9c8c-ce8245c5c82e,3,155.22
d30e59e8-fda4-4a86-be7d-52d0b1a117ea,10090f22-e51b-4345-8fa7-f041f5e702ab,1,1427.08
8acd2b28-2ebe-42f9-ab17-bc1633064a94,2545abd4-ff80-4e29-a308-bae9e539747c,2,1865.11
f47311fe-45fa-4334-86f5-cb4e3c57dd25,aa8b348b-e798-4635-951d-2d19b0c500bd,2,1661.1
ebbe8889-8ad6-4e97-a2da-f64a04513a83,194cf74f-0af9-4722-aadd-4ef377d0f537,2,734.76
65e84741-729a-4f3e-a837-6886c0b346d7,c645134a-1ac7-4527-b713-c730e764f250,1,373.91
b5920bfe-566d-4325-88dc-4b58dfbb7327,f737124b-7a40-4abd-a70d-f811cac0a779,3,1408.26
873d2f37-057a-46c2-8ea6-ef8093255247,940878c9-0dfa-45da-96eb-18638d16f733,1,1789.9
073131db-4e86-4869-bb86-511968dd39ad,8951fd7b-09e9-4d6a-a6fe-66c9a541e7d2,2,1581.99
b724cada-c352-4a13-8e0c-f0575b7fc710,0b547925-2552-43e7-8464-6a8d55ab034f,3,587.49
609ed229-c29d-4b6d-b65f-d2d8c075123b,8017af6e-8214-4ec1-b1cf-9075d7c0bd41,1,99.1
97b74f16-8127-48e7-b404-2d0f529ffb36,c2a53d71-6a61-4cf1-a798-712ede5ed7cc,1,512.73
3d3b8e07-b410-41f9-9271-f85d694043e1,1bc1a630-d504-4014-b7aa-91ee4266de72,1,1109.17
38a1a0e6-614d-4b9b-ad31-443880d9bba5,ad39788f-1ac7-4887-9b34-a9f795cb479c,2,1819.95
75c96d08-0196-419f-be20-881b87899b1a,0e08fff0-ae07-48c0-afe8-9ffd3d288000,2,763.05
f9fc8946-4d32-4b0c-8df2-928ebda8fa76,8a5207c5-3a97-4f21-a3f3-9c0659db995c,3,1271.54
ac2331fa-32ba-4796-9e99-5823def1a481,df4fd5cd-b731-4dc4-849b-998329b2ffff,3,1418.37
4e6e03b4-31d6-4d5c-848c-15c7e0d78c78,8e06890d-5a34-407d-944c-4a4f229e5d59,2,209.25
b7595d8b-f5a1-47b2-bb87-be83b7be3d13,84600638-ce94-4341-b622-5b23f13e37cc,3,664.4
93701303-f012-40f5-a406-509fa5825146,727d1c9d-64c7-4844-9bff-479bc5624bfa,3,1299.0
b621dc0e-fac9-413b-9d30-80f84e9fee5b,84cd9e35-5529-4bfb-afab-67e225c3987c,2,1635.11
37631988-8216-4e41-8931-7540f3e55253,ffa2d53f-75b7-484a-9398-f69fcb28cb9e,3,1151.69
90bdbdf0-41ff-4135-b2d7-2619ba556e1d,181d0632-2834-403e-a08d-7a5652628d31,3,1829.73
7e51a3a4-8a8a-42c1-90eb-df20056bef8f,d6b337d6-8887-4370-990f-0dd74e3437d8,2,1246.42
f3a09854-63a6-4e11-9f8e-e3cd66b67729,342a2652-4cb7-48b6-998b-9faa4643231e,3,14.45
6f6c5e29-a8f2-4f7a-9736-b87d563b055c,2bc2622b-457b-4355-9335-a7b291300e5d,3,1216.26
07a340a0-bafc-45a4-b3c4-9f6260723269,808813ce-895a-4b65-a646-4aecc4efc336,2,1324.54
b030cb4c-d5c7-4ff3-9601-3d0d9e6d576f,24b9a229-fb38-4e79-94ad-b90c7c2089b7,2,15.74
0c307f08-adf7-463b-83d3-b5505c2823ad,34988485-3355-4a96-b26c-fc86358fbc94,3,210.05
9576b86b-df62-49a2-a091-15aa072d8146,e95367aa-854e-4fe7-9a8c-e7d33863a805,3,1709.02
e9f8e1c4-ab3a-436a-a578-59350c763ecd,af748765-bb93-4c4f-9408-91b9757eb07b,1,420.4
a9bbd5ed-5c4f-4aae-84aa-a36897607209,d223e128-cef9-481a-a358-99b40f272152,3,604.9
2e1a7e91-ba6d-4d43-9c49-bb02daef6403,022dbbbd-3a8f-47b7-af5e-0cd95d7910d6,3,226.48
e67a96d8-7237-4951-be2a-9b2d0f053baa,9da8f593-e2a8-48e4-8edf-c7715a1e8f24,2,523.85
1d502593-2171-44d2-819c-76a0b8595a14,8fd478a7-6e1a-4b9a-b6a9-a06879002627,1,1772.57
5d6c42c8-36e7-4eea-9e3e-576fe564d0b1,3d3177b3-580a-4e0e-8ca2-1875ed6a3541,2,1041.49
9aea39af-fe42-4d34-b948-ade4c71a64ab,6245554a-3501-43b5-933e-e1de2f714f71,1,206.46
bc09208b-51bc-4bb0-a215-710bcfab47d4,89c6fd23-4ab5-451c-9809-cfb51e292aeb,3,481.04
d803a4f2-33d3-4e75-8613-29fe94c1e87c,83b135e6-1650-4404-aba0-58dda4712b82,1,1947.09
6265b2a2-e14d-44b4-b645-b9e945f196a6,ff2703c4-a0af-4613-9465-608b222e7ac8,3,176.4
1b227ae6-9fc1-4013-bc0e-b1303f1f7573,ae3e814e-0779-49a9-81e7-a6ecca906499,1,1877.47
eebcd6cc-6b91-49d0-8996-7f43795f4791,00d9b86a-8454-4e92-a077-f942b7b676bf,1,1160.45
a5ad3d04-0756-49ea-9236-ef851f311a47,9aac7071-c11f-43ec-a7f9-3dd4e16bd537,1,1302.27
404635c8-7ec0-4b68-96c2-7b98e3ebbb1b,5f53171b-9a24-47ec-b31c-1e0a118f1023,2,25.04
d5332d62-c9d3-435f-be69-30bd061bd105,fd242616-8523-4926-8ec7-54248684332e,3,1875.0
29a87088-e7c6-4214-af8d-46eaa89beeab,50fa5c75-82e1-4017-b056-37acfcc8a90a,1,698.11
9a9e8e16-cd88-41d6-aad3-708650433b2d,131e0290-12dd-4403-ba20-860c3380a516,2,1371.57
7d4f2ec2-9d8f-4e5e-b89b-bd5534d17cf2,de37aa5a-06a6-46da-a396-a1fd4921efa6,3,974.45
8f4a33c5-ed01-4e7a-a193-ccbfb063235a,df52af4e-9d14-4d47-9937-c1b74042c78d,3,1070.84
e7a157ee-4031-4551-9629-564addf6bed7,92469373-ffa9-4d50-b8c4-e975c6a78a8c,1,1804.51
57675854-1863-4cf1-a4af-f2593b4806bf,1517871c-f630-402c-8788-afefae2a721b,3,47.12
763cc450-6100-4cb7-99a1-46e08a0ed7b4,df9584ee-657b-423b-8456-6c632a06985d,3,1462.36
7d38d93f-6f75-4ea8-9d63-dd2e24454453,7fa03fd7-db50-43c0-b254-c4a6ef73d736,2,271.0
06bd5ab1-80c2-4263-b663-3af86dc0b854,7068b423-adb8-485d-878d-92063846ac35,2,1428.75
60867f48-a0d1-47a2-bf37-4551b7085b44,9fe65e9c-c417-4c81-9329-798affcc8a32,1,1505.06
28ed9947-7549-4b88-b6ea-a9c91681b934,4922fb0a-9aec-4b1a-931e-b8e193522335,3,1961.35
98d4c357-11bb-4584-beb9-9a4a5288a264,71870329-35e2-4220-bbb7-c4f03eb3a5f6,2,489.12
2ba24268-8282-4d4a-922e-5cca152f4034,3f0c7dda-40a4-40a3-8747-eaf1e18018fa,2,1712.87
6436d443-7993-4bdd-8bd9-16e98a12e15e,d88eaff5-9f71-476e-bb1c-648441abada3,3,13.64
ef15517d-2fcc-42f8-af9e-d4124df0e28a,d3874381-176e-48fd-9b03-a3a5f49570eb,2,813.37
2210de9c-7bbf-4365-9000-1f70d86c1628,203976be-9053-4c57-81f9-259e8aaaa718,2,1717.08
d183bd94-0673-4a4d-8327-27a9cdaebf80,a711d5b0-7730-4567-adac-90e50478bf3b,2,1482.25
e49ebc89-d2a7-4af6-b528-3397bdcd6587,baec6a03-8fb5-4f18-9cdf-85cb62d921a0,3,511.83
7c82a3a1-235e-49ea-98fc-64505d47a2ae,333253a3-d752-47e0-b7f8-c016922df912,1,1520.23
792ecbea-c982-475f-b784-d4a772b0f14d,c007a6be-4e0d-488f-a5eb-a0e8e5cb2318,3,276.2
9a4c8523-15c2-4e74-a4fd-89eaba5d1c71,5a1e7250-f7a7-4dad-9512-175ab6b91aa0,1,1881.96
266b7859-250f-41d3-9840-2c58be6dd7fe,567c29e9-d9be-4f1b-ab2d-bce9fc727f44,3,938.63
c22e0e30-8826-43be-9869-640c3f633874,30fd5ca9-2048-4c24-9ec1-4d68fc4e71f3,3,1279.39
992d642b-f734-4b8d-9a95-3281931e4af0,5755e7a7-3196-459b-8aca-59a7a1a2ea06,1,824.28
d457aa5b-71f0-46e8-8c44-bce95ae364b1,9dd7e851-d0bd-40cf-b5cb-39f3e066a109,1,1039.58
6340498d-123e-4dd1-80fb-b153d1a476fd,e6514364-3bd6-42e0-8e50-f1a90c069eb2,3,1459.08
7c044111-e26d-4da0-aad3-73685f1ee590,fb881675-bd51-434d-929e-0a7de1ae9605,1,473.49
6fc721e1-4615-44c0-9283-4d7ca9518772,1c06057c-2d3a-486d-8587-9e31b5d2b552,2,1472.21
82bac2bd-cedd-4791-8087-6994fd9cd69c,d03bf134-1b43-40da-91c7-79917ea1b191,1,1983.4
51a1fde8-4f47-4812-b57d-ede6be22cf8f,592e4174-97a2-4451-af95-6f2d2dbed485,3,1261.85
057550bf-f248-45ea-8e06-1c7fc9d2d351,28e8c306-e773-4f6c-a0e5-44da833de279,3,1495.34
c4af5250-3d19-4292-aaba-56a4c94366a4,d7d94e85-9ddf-4b37-97bb-15ab07b95f79,1,70.57
73effe3c-0f13-491d-864a-e16022089b1c,0b031e05-0949-407e-b3e1-cd5f3ab7d9c2,1,251.95
7e456488-e599-49c4-8a07-9a34b80387d5,6bca28ae-4b8f-41a8-9922-e04aca648da4,3,1980.72
2afedca1-d5e6-4a04-9b72-2bc4f47231c4,4f63e6d3-29fc-462f-a73f-b6919d4d5a54,3,1264.55
0c75b5da-617d-42e7-b7d8-21330e2ea602,f07b6b27-bd69-4a63-a580-89267aa4c6aa,1,312.99
8576e9b2-969d-4857-99e3-d5ca23f57dc2,9ca127a7-90e3-48ee-8aba-ef9a836436b4,2,982.83
9e0fe858-e559-4513-a71b-107a5ec01f8a,54bf1d5e-49d7-4ecd-9ba3-1d5391828163,1,1421.64
15adaaec-47aa-4f72-960b-2c42d3eba0a6,436eaeca-068c-4ef0-a143-6052cee19d04,2,925.85
d0c22a06-9677-45f7-b949-56eb7a263b12,7d39a9db-b8eb-4c9d-962b-9d5346342ec2,3,782.57
9a6bcb38-aca8-4163-b2bc-eb9be9c4bf48,7fbbd030-2338-4c91-8fdf-6795ce848bc4,2,1251.76
268a0ed5-127b-48f9-9232-f9b6f3b063d9,c338907b-9820-4b45-846c-7aed701ccb8f,1,1909.65
4ec2b0af-af63-4df4-b58c-97b89479e72a,c7ff53bb-ea28-4928-a5e7-7d25b3d9294a,3,1270.77
ce3daf65-f87d-44f1-834c-82667504dc69,0bfdb699-0324-46ff-a207-3c464b388c69,2,1229.23
3fe2db1a-ab5e-437a-bf29-10b6bb30df90,d42d04a4-7d40-40b8-b8ac-a754f84085c8,2,1286.94
dbbe536c-8855-4688-b1d1-630ba46fd2d5,3dead09a-e3b5-4afa-9edc-c73caf06ba21,3,1570.98
d8c33c3f-d463-4dac-9d35-ef47b445f2e3,cc0c8320-81fd-4ae2-bc2f-95531bec9ae2,3,1820.31
1c9ee059-fb67-4b3f-997a-f8e2ae85e100,e4bea47f-c2bb-4754-83a6-d0075e0cf9cc,2,495.17
063c40fa-348a-4932-9678-25ea667d7295,1e5c756b-dbf7-4e32-bf14-9696f32dfcd0,3,415.09
788dfb3f-f01c-47ab-8627-75dd5ea56c5d,267ae830-d939-43a5-82be-6aeaf78e118b,3,1382.45
44310344-3f65-41af-9215-90776001b49e,9a20affd-8429-4940-955e-b9eca8c61a05,1,315.25
5cc488b2-dcce-49d9-bcdd-a5e2872fc732,e0818b65-1c55-4c27-afc1-08af5545bce4,3,1925.57
efb0c140-c735-4be7-96f0-71e09a57ef46,7af21029-be0b-4eb3-b424-1a609ded1a92,1,749.53
c3a06ae2-577f-4b7c-8a2b-161a664f18a6,bc8e132c-f5de-49e4-b8af-8e166917408b,2,1247.94
d78155c7-6ba8-4ab4-a52f-b8be0b65c93b,00bcb42c-b440-4ddf-8b66-993a3ab47279,2,1512.78
157ba85e-79f5-4b5d-a81d-0af47e1de2b7,c0c29bc5-de85-475f-bf77-4c2d93e25d19,2,1133.39
41ac5685-a889-4d67-80ef-c25c4b1c42fe,8c02a507-d059-49e9-b335-88368be2d591,2,1210.18
7c86053c-eeda-4581-baaa-f3ee119c251b,c9b31d2e-16ee-4600-92d7-d8405951809e,2,27.44
a5294414-feec-4e57-9635-b878ed61bfa9,67408987-9ab4-4f02-a25b-fd097933c42a,2,69.91
322f64cc-0c7f-4f66-ad82-a8398311efa8,37fcb636-b9b8-403c-b5a5-1021ab25ffb6,3,360.02
4b06aca5-f76d-4cbd-b461-07fe010c61d7,b31572b9-ddc9-4ced-85d2-5d302970e240,2,269.42
d551de14-62e1-45b5-ae0d-8b217cd24d92,be737177-7c56-4be6-9afa-57c22a8cea6e,2,850.7
fdea769c-c33b-4056-89ec-dd352aad0271,ce7c5263-a1d5-4a01-a814-3c1d283a4317,3,1079.08
327392fe-5948-4486-9659-e127338b6563,2e7ef638-07ea-4839-8053-a8e10d3be48b,1,61.05
0eeaa7f2-73c2-43f0-9127-5e83472e5253,83c46e47-ead2-41e8-881d-f3029e74c3f1,1,1584.55
12c6af98-2f0a-4803-9389-ab1f4f7db918,129d5b86-d001-477a-b911-07d9d16e0133,3,775.62
16143e64-b56a-4f9d-bbba-515e4820e203,ef80f0e5-c17c-4dee-8fe5-12a54c882f56,3,355.0
9fa67cee-8c5b-4475-8346-8b32a6fcac42,66df2782-1744-44d6-8d30-3bcac98239c7,1,1991.83
cac8435d-53c7-4e10-a743-4b925d7c628e,ddf865fc-4d10-4bc1-8544-54c9200fd838,1,619.94
effc441f-6b8a-4def-930a-4c1ad384c9b8,ead2f144-911c-458b-8e76-2e396b7d97f1,2,353.74
cd901c18-0ab8-43ec-a735-8802560f916a,e3127b69-0d5d-46b8-8e19-ef734268c978,2,1015.14
8a96328c-6c79-45c4-87b0-2be50f06a5b0,623f80bf-9942-490a-97af-f52543792704,1,1208.45
867df073-6ed3-4996-adea-79f368b970e6,6c7ccff3-5b1b-48c6-85c6-f58e11082989,1,344.42
c4dc186c-28c1-499d-9b6a-1aeb369e0fc7,dee0961f-93a7-4ab3-a00b-507533cb40e0,2,1584.58
611ccdfc-a833-4505-a075-a0a2b96e78a0,ab2c2bb4-cbc1-4c7d-a690-0d1fe9b10338,1,1816.92
d4a685ee-a31e-4f7d-bb2f-c64d0f858e4f,d280969f-a5a0-48b3-8f34-24ee7357a3ad,2,1582.61
543a3eb4-b767-4093-b42e-7175f1fed56e,f19f9162-aeb1-4d73-a1f6-17609edc566c,2,512.67
a7c1b5d7-9b6c-4817-9c79-b2124185d9b8,4fe3e9d8-b345-435a-9dfb-c73e057b6dc4,1,1777.29
3e7740b4-be57-45b8-967c-0ce23a5abb21,e831f33d-31d9-4d50-8576-9302a4c28cd9,2,1681.05
05c4aa0b-8fc7-490d-9a9e-f4d1c55a601e,100298fc-165d-4f9e-aa3d-747bb3bd114a,2,596.22
da7f68fd-15f2-486a-abd3-6482f2e699c4,3056deac-e0b4-41ce-b71b-0c7d91038d0c,2,1628.84
f1f498d5-b4e6-41c0-9b6a-742f8da591a5,3cbc2c8e-f898-492d-9533-29b27568a426,2,634.6
49a7ec35-c82c-4510-91ea-e84557df7f35,fb4289a0-2eee-4bb1-b68e-d4407c626f5b,3,1591.63
f7be2ba2-aa0c-47d7-90e6-cdb300bc4615,a9d8d400-88d6-4c4d-8e43-35a0d2b0ce25,1,161.89
a61086c9-0aba-44dd-9bca-586c261ff324,d014d5b7-1673-4ccd-a6f0-7de29d05546b,3,1722.34
04e746d2-4179-4036-a203-0b8e515329a8,36c6e450-48ca-439e-b4fc-fe38df6e8095,1,415.49
35b517a5-422b-4315-928e-9680c66034b5,3c4e31dc-ca93-4815-b16f-b5e0252f2bc8,3,541.12
9958b041-a5ec-40d3-8699-e96492f42f86,b3817da9-e72f-4f02-8e21-4ad8f1ad445c,3,776.45
e098d36c-e7a2-48f5-8f8e-822dc901ed7f,f3bb9d9f-f716-43a0-ae61-c58a089b40f1,1,1452.02
7e3a9bd5-68c4-4ff2-aa20-673976b3cd5d,5ffdf3ec-514b-47ed-876f-9c21a7e010a6,3,668.73
690ae115-100e-4a03-a6d4-57142b1c02c7,835d5bf5-7eb6-4b61-b884-9c727a574fb4,3,740.68
4d0b2835-be18-4d34-a3cd-b021d221e578,beafc01c-a605-43b9-a865-5c1ebe64654f,3,237.27
bda9e604-4424-4e1c-af85-6060e20a92bd,b4096f66-ff52-49f0-80ce-31e86a48a4f5,3,1291.4
1667446b-bbb1-4569-ab01-60166a47113f,499d86bf-ad26-4ecc-856d-7992147dcada,2,1691.89
2922e199-8705-466d-bf6f-2a0f8a8a1fb7,d34bd7fd-546e-42b0-a4c3-c4ec5ff130cb,2,774.92
2b72a80f-65d7-4ebc-9bb4-fb16e7964d4c,8c8642c0-6875-47d5-9a3a-7492f56260db,1,11.07
47a82e14-eab3-4d74-9b11-c84b2d61ebe0,a0d88857-9e80-417e-a913-39f50abc6535,1,954.61
a425ba4d-74bd-4b8e-aadc-781056f1e584,d8a983ed-90ea-4aac-89db-7cf138563cc9,1,975.49
dde7707f-39c0-41ca-af1a-73582ce667de,a5f34245-02a9-4d5f-b344-3bd570acff95,2,1641.93
4524a766-5bc2-47e8-bc69-9e4ea1f917e1,6fa75211-a320-4d4c-ad22-cbf6b5d4455e,3,756.7
c846d250-dfc7-4b5f-8a6e-0e79a539f3b9,0151ff45-e604-41bb-97b9-146b53dbc295,1,620.06
881a4fc6-66c7-4869-884f-3898293b78eb,7f3c42d5-37cb-4660-8bd6-e359244e0263,1,1194.79
9a34f397-3f0e-4003-b371-a647cc02386a,9927133c-d867-416d-a865-4682f946862c,2,724.49
a001cb4b-71ae-4754-bc3b-b0ea07ab18b5,bef2368d-e814-4478-85d3-58a056ad8182,3,1458.83
07cd4075-69bb-42dd-8800-b28d7fbe61c8,8c0df538-c00a-403d-bd4b-97bb5880565a,2,399.6
b2f47049-a8f8-42b8-892d-5d18535b66d4,5bede8f3-33ce-4857-9513-877cb9415162,1,1937.15
fb8d0df3-36a7-4418-8925-6ac8a186138f,508e1a75-ebbb-45e2-9278-58b077e089d7,1,391.58
7b728ac5-aef5-4609-bdcc-fee88b2cb3ab,bbac4bcb-28d9-4460-92bb-4a76bae5ac7f,3,1422.91
6635fad7-61ae-4268-9389-5a6a6a5eaa29,f1daefa8-b474-4d6d-bcaa-178c05d70522,1,1365.93
59471b2f-f1c3-4c1a-8e45-1fa9b8022fc6,605d8cf0-6699-4760-a2ba-d2978143dc76,1,1783.59
1ad35d0d-4c76-4682-8d71-46b559c1c197,94d0ae71-f849-4dda-8c22-66654fcaa7db,1,1805.32
13d43d17-cda5-4f76-9d8b-8fd9bfad86fd,ae528043-f820-454c-874c-638db3814119,1,1966.93
4732140d-5a05-4680-b93c-178a819bf64f,d5377088-790a-4607-bbb2-407d8b0dfaf2,2,1597.61
e9cf30d9-8645-453b-9b47-f9bcfba9d138,aa3a71c2-1062-4653-8014-e904cafdc5ef,2,1230.72
b90ce3f0-6d7b-4f23-aa90-5dd01bc8231a,19441188-5e0f-40b9-9365-70b67f9050c6,2,1227.82
e9c40e29-68ee-4518-88a3-73d4c07ce234,efb300c5-73c3-46eb-b0b6-b22a6dc0eddd,3,1585.01
6318c78c-eef3-4e99-b0d2-3524266daf5f,6e9aba6f-60dd-4200-b781-4c2eacc51692,3,701.69
e66e0f52-a51e-4bc1-ae58-3db34088ab93,4a289ae6-5e89-4715-9961-ee72024e5f29,2,873.01
fc713a12-1cc8-4f9c-8628-c3e206a7f5e4,8b2339b7-154e-4825-ab19-1ef70ab18c1d,2,825.53
a32c42aa-434f-40cd-aecc-839c7f4cf29d,315352f5-ff51-4441-9515-c10f53a3307a,3,658.32
e1cdf064-2b99-4dd7-869b-9fa5469ff13e,7681306d-a870-47d2-941c-d99543914ae4,1,1427.7
efa5d8ee-ed61-4d4e-9b3c-31ff280ee972,72c94274-be6b-42e2-978b-92c00eeb4bd6,2,31.21
3c2ed494-ec70-47f5-942d-29831d5c9009,c627f508-d9aa-4233-80ee-bc89f91d8011,2,1806.35
7a6b6af0-e0e2-4aec-bdee-99da1d2204e4,915acce1-08d3-40de-9aa9-ea06bd6ed737,2,1834.64
66897da2-74fb-4071-8607-373af71d3220,f843c45e-a00d-482e-80b0-6b425291d325,1,1093.9
5860ac75-ac4f-4c4c-aeeb-4a1b1e090f43,22cba2a4-e968-43f9-ba9e-18d61084b7a6,1,1603.61
9ecc4fda-4e6a-4d5b-b7ac-75f87b2a2b73,09fc52d4-ba5e-431a-8401-16f282be2e23,3,439.8
0835e9b1-b027-4d2d-a93b-12c2c176aa93,9ca9dcee-748a-4aa9-b7e7-689466f90787,1,1651.93
3f8ca905-ca0e-4d5c-bc7c-3fbce839ea49,0041698a-cf18-4ce0-b6c5-768ecb1d15f7,2,394.44
